run_id,effective_state_dimension,interleg_plv,active_leg_count,frequency_pre_hz,frequency_post_hz,frequency_change_hz,dn_mean_hz,cpg_mean_hz,contact_limb_count,contact_force_peak,scope
A1_tonic_no_cpg_s03,1.0006105168426265,,0,,,,21.426237106323242,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_cpg_s04,1.0026454876418096,,0,,,,26.58977699279785,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_cpg_s05,1.000458350582497,,0,,,,22.763614654541016,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_cpg_s06,1.0013542453444453,,0,,,,24.25904083251953,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_cpg_s07,1.0001249323343568,,0,,,,24.765052795410156,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_delay_s00,1.6724309717728336,,1,15.016685205784203,15.010721944245889,-0.0059632615383140575,26.355236053466797,5.497523784637451,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_delay_s01,1.92752539239705,,1,12.79199110122358,12.866333095067905,0.0743419938443246,26.539337158203125,5.305452346801758,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_delay_s02,1.6457469055739622,,1,16.129032258064516,16.08291636883488,-0.04611588922963605,23.61186981201172,4.768338203430176,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_delay_s03,1.8199708971978257,,1,15.016685205784203,15.010721944245889,-0.0059632615383140575,21.52608299255371,4.071191787719727,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_delay_s04,1.6288570520791739,,1,14.460511679644048,14.653323802716226,0.1928121230721782,26.77471923828125,5.632284164428711,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_delay_s05,1.5414822577538128,,1,15.57285873192436,15.725518227305217,0.152659495380858,22.877201080322266,4.3090362548828125,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_delay_s06,1.8550368180993364,,1,14.460511679644048,14.295925661186562,-0.1645860184574861,24.401771545410156,4.7445268630981445,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_delay_s07,1.5732234300868977,,1,13.904338153503893,13.938527519656898,0.034189366153004386,24.927108764648438,5.097476005554199,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_dn_s00,0.0,,0,,,,0.0,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_dn_s01,0.0,,0,,,,0.0,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_dn_s02,0.0,,0,,,,0.0,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_dn_s03,0.0,,0,,,,0.0,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_dn_s04,0.0,,0,,,,0.0,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_dn_s05,0.0,,0,,,,0.0,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_dn_s06,0.0,,0,,,,0.0,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_dn_s07,0.0,,0,,,,0.0,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_inhibition_s00,1.0141736496871043,,0,,,,26.72756576538086,31.6177978515625,5,8.388031959533691,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_inhibition_s01,1.0130811211021888,,0,,,,27.006916046142578,39.26823425292969,4,8.413736343383789,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_inhibition_s02,1.0210303682921487,,0,,,,23.86235809326172,25.30647087097168,4,8.346752166748047,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_inhibition_s03,1.010509626630361,,0,,,,21.927104949951172,27.252275466918945,2,8.531197547912598,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_inhibition_s04,1.01535950213448,,0,,,,27.234962463378906,33.188934326171875,5,8.470932960510254,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_inhibition_s05,1.0320285047575333,,0,,,,23.065677642822266,22.22698211669922,3,8.397127151489258,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_inhibition_s06,1.0175230721003898,,0,,,,24.666357040405273,31.008094787597656,3,8.36068058013916,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_no_inhibition_s07,1.0253513099227145,,0,,,,25.182388305664062,26.854467391967773,4,8.38475513458252,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_randomized_s00,1.0080670435766292,,0,,,,26.19795799255371,0.04113408550620079,4,8.539238929748535,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_randomized_s01,1.0040122649958312,,0,,,,26.386268615722656,0.0,5,8.340059280395508,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_randomized_s02,1.004469522813758,,0,,,,23.559354782104492,0.02323724888265133,4,8.367364883422852,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_randomized_s03,1.0058848459857272,,0,,,,21.576602935791016,1.5059826374053955,5,8.52586841583252,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_randomized_s04,1.0036587805223938,,0,,,,26.458200454711914,0.0,5,8.560077667236328,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_randomized_s05,1.0082394180404368,,0,,,,23.027381896972656,0.0,5,8.526670455932617,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_randomized_s06,1.0024356532911878,,0,,,,24.25904083251953,0.0,4,8.563870429992676,descriptive model-only metrics; phase absent for inactive limbs
A1_tonic_randomized_s07,1.0039234686195315,,0,,,,24.75774383544922,0.06900808215141296,4,8.354300498962402,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_full_s00,1.4770496203078405,0.9997730255126953,4,8.759733036707452,,,17.920917510986328,2.695878028869629,1,3.9070608615875244,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_full_s01,1.723116922179392,0.9986059069633484,4,8.898776418242491,,,17.843746185302734,2.650503158569336,1,3.911513090133667,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_full_s02,1.4478471481757444,0.9997677803039551,3,9.343715239154616,,,15.769203186035156,2.359405040740967,2,3.5267186164855957,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_full_s03,1.6955644563525663,0.9998636841773987,3,8.620689655172413,,,14.21113395690918,1.9759780168533325,1,3.9070608615875244,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_full_s04,1.5533418972587705,0.9999165534973145,4,8.898776418242491,,,17.95816421508789,2.7921652793884277,1,4.391944885253906,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_full_s05,1.4203679242832716,0.9995803833007812,3,8.898776418242491,,,15.299881935119629,2.0753138065338135,2,3.5386693477630615,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_full_s06,1.5613935204647191,0.9970576167106628,4,9.03781979977753,,,16.473913192749023,2.391953468322754,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_full_s07,1.464415955027223,0.9995103478431702,3,8.620689655172413,,,16.678333282470703,2.4811928272247314,1,3.911513090133667,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_no_cpg_s00,1.0011159618260472,,1,,,,17.84033966064453,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_no_cpg_s01,1.0010826702484668,,1,,,,17.770565032958984,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_no_cpg_s02,1.0004251693914348,,0,,,,15.704971313476562,0.0,1,3.3668830394744873,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_no_cpg_s03,1.0004706559313823,,0,,,,14.165103912353516,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_no_cpg_s04,1.0024734342087158,0.9999926090240479,2,,,,17.871076583862305,0.0,1,3.911513090133667,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_no_cpg_s05,1.000393444044514,,0,,,,15.247201919555664,0.0,1,3.3668830394744873,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_no_cpg_s06,1.0011840194805002,,1,,,,16.408788681030273,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_no_cpg_s07,1.0000990567214143,,0,,,,16.604185104370117,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_no_feedback_s00,1.4749102682017394,0.9998716711997986,4,8.759733036707452,,,17.921100616455078,2.6980433464050293,1,3.9070608615875244,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_no_feedback_s01,1.7232127719144652,0.9985647797584534,4,8.898776418242491,,,17.84380531311035,2.651125192642212,1,3.911513090133667,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_no_feedback_s02,1.4467225722871357,0.9998660087585449,3,9.343715239154616,,,15.76921272277832,2.3599207401275635,2,3.4927332401275635,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_no_feedback_s03,1.696060738903553,0.9998615384101868,3,8.620689655172413,,,14.211130142211914,1.9759796857833862,1,3.9070608615875244,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_no_feedback_s04,1.5501056321385522,0.99991375207901,4,8.898776418242491,,,17.958171844482422,2.7919881343841553,1,4.389009952545166,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_no_feedback_s05,1.4217792937949771,0.9994255900382996,3,8.898776418242491,,,15.299901962280273,2.0751945972442627,2,3.522557258605957,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_no_feedback_s06,1.5615052156194424,0.9970560669898987,4,9.03781979977753,,,16.473899841308594,2.3912649154663086,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A2_down_large_no_feedback_s07,1.464441173720903,0.9994669556617737,3,8.481646273637374,,,16.678503036499023,2.482609748840332,1,3.911513090133667,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_full_s00,3.1756604078528725,0.8026360869407654,4,8.759733036707452,8.756254467476769,-0.0034785692306833482,22.98147201538086,4.310241222381592,1,3.9070608615875244,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_full_s01,4.3315862569849735,0.6545031070709229,4,8.898776418242491,8.339289969025494,-0.5594864492169975,23.063329696655273,4.2317609786987305,2,3.911513090133667,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_full_s02,2.9801579380505623,0.9142939448356628,3,9.343715239154616,6.433166547533953,-2.9105486916206624,20.473854064941406,3.6271421909332275,2,3.5267186164855957,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_full_s03,3.4469416163204305,0.7616429328918457,3,8.620689655172413,8.398856325947104,-0.22183332922530852,18.603168487548828,2.937945604324341,2,3.9070608615875244,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_full_s04,3.53430658594761,0.7176041007041931,4,8.898776418242491,8.81582082439838,-0.08295559384411177,23.25977897644043,4.513929843902588,2,4.391944885253906,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_full_s05,2.9351186708155845,0.9384180903434753,3,8.898776418242491,8.577555396711936,-0.32122102153055465,19.845640182495117,3.271918296813965,2,3.5386693477630615,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_full_s06,3.4370111064860724,0.919838011264801,4,9.03781979977753,8.577555396711936,-0.4602644030655938,21.238304138183594,3.6062982082366943,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_full_s07,3.072828216490106,0.7263315320014954,4,8.620689655172413,8.04145818441744,-0.5792314707549728,21.621646881103516,3.859278678894043,2,3.911513090133667,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_no_cpg_s00,1.014848427194151,,1,,,,22.860790252685547,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_no_cpg_s01,1.0189506477871388,,1,,,,22.954227447509766,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_no_cpg_s02,1.0079042161579466,,0,,,,20.3807315826416,0.0,1,3.3668830394744873,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_no_cpg_s03,1.0118120048500445,,1,,,,18.53479766845703,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_no_cpg_s04,1.0447626227397973,0.9999138712882996,2,,,,23.122928619384766,0.0,2,3.911513090133667,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_no_cpg_s05,1.0082155059274587,,0,,,,19.767580032348633,0.0,1,3.3668830394744873,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_no_cpg_s06,1.027559999842218,,1,,,,21.137863159179688,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_no_cpg_s07,1.0015466710431615,,0,,,,21.51503562927246,0.0,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_no_feedback_s00,3.1623320719714543,0.8019360899925232,4,8.759733036707452,8.756254467476769,-0.0034785692306833482,22.981624603271484,4.312493801116943,1,3.9070608615875244,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_no_feedback_s01,4.33213842108297,0.6541483402252197,4,8.898776418242491,8.339289969025494,-0.5594864492169975,23.06342315673828,4.232884883880615,2,3.911513090133667,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_no_feedback_s02,2.973723810458726,0.9148284792900085,3,9.343715239154616,9.113652609006433,-0.23006263014818273,20.473844528198242,3.62677264213562,2,3.4927332401275635,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_no_feedback_s03,3.4497720231714957,0.7628996968269348,3,8.620689655172413,8.398856325947104,-0.22183332922530852,18.60327911376953,2.939436912536621,2,3.9070608615875244,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_no_feedback_s04,3.5198327556166618,0.7183610796928406,4,8.898776418242491,8.81582082439838,-0.08295559384411177,23.259849548339844,4.514526844024658,2,4.389009952545166,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_no_feedback_s05,2.9446577932153932,0.9377942085266113,3,8.898776418242491,8.577555396711936,-0.32122102153055465,19.845661163330078,3.2722251415252686,2,3.522557258605957,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_no_feedback_s06,3.4312407760966237,0.9205226302146912,4,9.03781979977753,8.577555396711936,-0.4602644030655938,21.238201141357422,3.60479998588562,0,0.0,descriptive model-only metrics; phase absent for inactive limbs
A2_down_small_no_feedback_s07,3.074674834345242,0.7237038612365723,4,8.481646273637374,8.04145818441744,-0.4401880892199337,21.621925354003906,3.862464427947998,1,3.911513090133667,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_full_s00,3.8528279368415097,0.36529669165611267,5,8.759733036707452,9.1493924231594,0.38965938645194775,34.49970245361328,7.505499839782715,3,7.757778644561768,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_full_s01,4.229436351268975,0.3013143241405487,5,8.898776418242491,9.220872051465332,0.3220956332228404,34.94505310058594,7.64583683013916,2,7.5553297996521,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_full_s02,3.7892379351014682,0.3002001643180847,5,9.343715239154616,9.506790564689064,0.16307532553444837,31.231733322143555,6.847367286682129,2,7.800963401794434,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_full_s03,3.5155164807166055,0.27650293707847595,5,8.620689655172413,9.077912794853466,0.4572231396810533,28.678808212280273,6.318394184112549,2,7.540093898773193,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_full_s04,3.507342503036353,0.3572307229042053,5,8.898776418242491,9.292351679771265,0.393575261528774,35.30250930786133,7.896980285644531,2,8.05163288116455,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_full_s05,3.2073342208551257,0.3540042042732239,5,8.898776418242491,9.292351679771265,0.393575261528774,30.296199798583984,6.378992080688477,2,7.103227615356445,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_full_s06,3.6435766278761212,0.3646914064884186,6,9.03781979977753,8.9349535382416,-0.10286626153592948,32.05369186401367,7.059528350830078,3,5.271263599395752,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_full_s07,3.5875010304683896,0.31920745968818665,5,8.620689655172413,9.006433166547534,0.38574351137512153,32.91356658935547,7.075849533081055,2,6.890906810760498,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_no_cpg_s00,1.056372949504582,0.999961793422699,4,,,,34.315467834472656,0.0,2,5.097667694091797,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_no_cpg_s01,1.0522914415087654,0.9998951554298401,4,,,,34.77375411987305,0.0,2,4.76096773147583,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_no_cpg_s02,1.0448400571558192,0.9999825954437256,3,,,,31.07659912109375,0.0,1,4.314543724060059,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_no_cpg_s03,1.0542447736711988,0.9999178051948547,4,,,,28.545238494873047,0.0,2,4.95134162902832,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_no_cpg_s04,1.0576699890347134,0.9999904036521912,4,,,,35.09202575683594,0.0,2,5.882036209106445,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_no_cpg_s05,1.0453808485540275,0.9999606013298035,4,,,,30.154388427734375,0.0,1,4.192094802856445,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_no_cpg_s06,1.0360570293780322,0.9999309182167053,3,,,,31.894716262817383,0.0,3,3.9779117107391357,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_no_cpg_s07,1.053348582090517,0.9999510645866394,4,,,,32.741111755371094,0.0,2,4.081997871398926,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_no_feedback_s00,3.842340989368623,0.36440595984458923,5,8.759733036707452,9.1493924231594,0.38965938645194775,34.49994659423828,7.507755756378174,3,7.761874198913574,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_no_feedback_s01,4.23453734511032,0.3020530641078949,5,8.898776418242491,9.220872051465332,0.3220956332228404,34.94508361816406,7.647477149963379,2,7.649936676025391,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_no_feedback_s02,3.8000410966223703,0.29615598917007446,5,9.343715239154616,9.506790564689064,0.16307532553444837,31.231708526611328,6.846948623657227,2,7.932547092437744,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_no_feedback_s03,3.5144694996099095,0.2770773768424988,5,8.620689655172413,9.077912794853466,0.4572231396810533,28.678775787353516,6.317917823791504,2,7.528134822845459,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_no_feedback_s04,3.500666719478604,0.35624533891677856,5,8.898776418242491,9.292351679771265,0.393575261528774,35.3024787902832,7.896234512329102,2,8.047642707824707,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_no_feedback_s05,3.20937617515198,0.35570794343948364,5,8.898776418242491,9.292351679771265,0.393575261528774,30.296192169189453,6.378040790557861,2,7.109516620635986,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_no_feedback_s06,3.6403960430138147,0.36835429072380066,6,9.03781979977753,8.9349535382416,-0.10286626153592948,32.053619384765625,7.060091495513916,3,5.225009441375732,descriptive model-only metrics; phase absent for inactive limbs
A2_up_large_no_feedback_s07,3.5711223062914454,0.34665462374687195,5,8.481646273637374,9.006433166547534,0.5247868929101607,32.91375732421875,7.078207969665527,2,6.8733439445495605,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_full_s00,5.614393877877515,0.23969221115112305,5,8.759733036707452,9.077912794853466,0.3181797581460142,29.631038665771484,6.2490057945251465,2,5.085733413696289,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_full_s01,6.188426963193946,0.14890877902507782,5,8.898776418242491,9.077912794853466,0.17913637661097503,29.92840576171875,6.352370738983154,2,5.007331848144531,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_full_s02,5.006944413999085,0.21524342894554138,5,9.343715239154616,9.43531093638313,0.0915956972285148,26.686975479125977,5.72019624710083,2,5.066162586212158,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_full_s03,4.460657216572743,0.1546754390001297,4,8.620689655172413,8.845604002859185,0.22491434768677188,24.40100860595703,4.877676010131836,2,6.121640205383301,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_full_s04,5.287772013783564,0.20239487290382385,5,8.898776418242491,9.220872051465332,0.3220956332228404,30.218822479248047,6.618699550628662,2,6.540904521942139,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_full_s05,4.486748918586291,0.17759187519550323,4,8.898776418242491,9.203002144388849,0.3042257261463579,25.870769500732422,5.262456893920898,2,5.685173034667969,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_full_s06,4.859359747504694,0.36408382654190063,5,9.03781979977753,9.077912794853466,0.04009299507593589,27.491798400878906,5.875436782836914,2,3.543790340423584,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_full_s07,5.2148657189211605,0.2402503788471222,5,8.620689655172413,8.791994281629735,0.17130462645732258,28.140939712524414,5.861473560333252,2,4.746819972991943,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_no_cpg_s00,1.0492235759045185,0.9999439120292664,3,,,,29.46187973022461,0.0,2,3.543790340423584,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_no_cpg_s01,1.048327405770817,0.9999620318412781,3,,,,29.768291473388672,0.0,2,3.4103212356567383,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_no_cpg_s02,1.0471678917022553,0.9999833703041077,3,,,,26.540809631347656,0.0,1,3.6177918910980225,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_no_cpg_s03,1.053414453372825,0.9999474883079529,2,,,,24.295669555664062,0.0,2,3.543790340423584,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_no_cpg_s04,1.0665899398811722,0.9999468326568604,4,,,,30.023494720458984,0.0,2,3.911513090133667,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_no_cpg_s05,1.0390904957843436,0.999920666217804,3,,,,25.737781524658203,0.0,1,3.6177918910980225,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_no_cpg_s06,1.0424675210525445,0.9998688697814941,2,,,,27.345319747924805,0.0,1,3.338648796081543,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_no_cpg_s07,1.0548301767002444,0.999970018863678,3,,,,27.983238220214844,0.0,2,3.4103212356567383,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_no_feedback_s00,5.558065965558005,0.23192372918128967,5,8.759733036707452,9.077912794853466,0.3181797581460142,29.631505966186523,6.2523088455200195,2,5.128241062164307,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_no_feedback_s01,6.172638277402381,0.14875327050685883,5,8.898776418242491,9.077912794853466,0.17913637661097503,29.928585052490234,6.353788375854492,2,4.945692539215088,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_no_feedback_s02,5.067604246671857,0.200763538479805,5,9.343715239154616,9.43531093638313,0.0915956972285148,26.68695831298828,5.717770576477051,2,5.019972801208496,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_no_feedback_s03,4.462936789185663,0.15495166182518005,4,8.620689655172413,8.845604002859185,0.22491434768677188,24.401018142700195,4.877542495727539,2,6.082329750061035,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_no_feedback_s04,5.25017902855211,0.20371735095977783,5,8.898776418242491,9.220872051465332,0.3220956332228404,30.218841552734375,6.61817741394043,2,6.502887725830078,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_no_feedback_s05,4.485770129797816,0.1769111156463623,4,8.898776418242491,9.203002144388849,0.3042257261463579,25.870792388916016,5.261805534362793,2,5.653539180755615,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_no_feedback_s06,4.8445475982733575,0.36933720111846924,5,9.03781979977753,9.077912794853466,0.04009299507593589,27.491844177246094,5.875916481018066,2,3.543790340423584,descriptive model-only metrics; phase absent for inactive limbs
A2_up_small_no_feedback_s07,5.226160291787499,0.23943600058555603,5,8.481646273637374,8.791994281629735,0.31034800799236173,28.141075134277344,5.862736701965332,2,4.7030839920043945,descriptive model-only metrics; phase absent for inactive limbs
A3_interruption_full_s00,4.310098459333997,0.2138947993516922,4,8.759733036707452,8.845604002859185,0.08587096615173273,26.343120574951172,5.522787094116211,1,3.9070608615875244,descriptive model-only metrics; phase absent for inactive limbs
A3_interruption_full_s01,6.651528761927316,0.07824483513832092,5,8.898776418242491,9.006433166547534,0.10765674830504324,26.528614044189453,5.445433139801025,3,3.911513090133667,descriptive model-only metrics; phase absent for inactive limbs
A3_interruption_full_s02,5.085517150411869,0.15546436607837677,5,9.343715239154616,9.292351679771265,-0.05136355938335058,23.606548309326172,4.852191925048828,2,3.8529841899871826,descriptive model-only metrics; phase absent for inactive limbs
A3_interruption_full_s03,4.183427772389741,0.12019196897745132,4,8.620689655172413,8.577555396711936,-0.04313425846047636,21.52124786376953,4.0770463943481445,1,3.9070608615875244,descriptive model-only metrics; phase absent for inactive limbs
A3_interruption_full_s04,4.947497351006131,0.4284076392650604,4,8.898776418242491,8.9349535382416,0.036177119999109664,26.768207550048828,5.67331600189209,3,4.696816921234131,descriptive model-only metrics; phase absent for inactive limbs
A3_interruption_full_s05,4.734285499952339,0.08405596762895584,3,8.898776418242491,8.9349535382416,0.036177119999109664,22.871810913085938,4.283463954925537,2,3.760594129562378,descriptive model-only metrics; phase absent for inactive limbs
